volume_name,title,authors,year,pdf_link,url
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Dynamic Schema Graph Fusion Network for Multi-Domain Dialogue State Tracking,"Feng, Yue, Lipani, Aldo, Ye, Fanghua, Zhang, Qiang, Yilmaz, Emine",2022,https://aclanthology.org/2022.acl-long.10/,https://aclanthology.org/2022.acl-long.10/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Attention Temperature Matters in Abstractive Summarization Distillation,"Zhang, Shengqiang, Zhang, Xingxing, Bao, Hangbo, Wei, Furu",2022,https://aclanthology.org/2022.acl-long.11/,https://aclanthology.org/2022.acl-long.11/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Towards Making the Most of Cross-Lingual Transfer for Zero-Shot Neural Machine Translation,"Chen, Guanhua, Ma, Shuming, Chen, Yun, Zhang, Dongdong, Pan, Jia, Wang, Wenping, Wei, Furu",2022,https://aclanthology.org/2022.acl-long.12/,https://aclanthology.org/2022.acl-long.12/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),T,"Pan, Changzai, Sun, Maosong, Deng, Ke",2022,https://aclanthology.org/2022.acl-long.13/,https://aclanthology.org/2022.acl-long.13/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),An Unsupervised Multiple-Task and Multiple-Teacher Model for Cross-lingual Named Entity Recognition,"Li, Zhuoran, Hu, Chunming, Guo, Xiaohui, Chen, Junfan, Qin, Wenyi, Zhang, Richong",2022,https://aclanthology.org/2022.acl-long.14/,https://aclanthology.org/2022.acl-long.14/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Discriminative Marginalized Probabilistic Neural Method for Multi-Document Summarization of Medical Literature,"Moro, Gianluca, Ragazzi, Luca, Valgimigli, Lorenzo, Freddi, Davide",2022,https://aclanthology.org/2022.acl-long.15/,https://aclanthology.org/2022.acl-long.15/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Sparse Progressive Distillation: Resolving Overfitting under Pretrain-and-Finetune Paradigm,"Huang, Shaoyi, Xu, Dongkuan, Yen, Ian, Wang, Yijue, Chang, Sung-En, Li, Bingbing, Chen, Shiyang, Xie, Mimi, Rajasekaran, Sanguthevar, Liu, Hang, Ding, Caiwen",2022,https://aclanthology.org/2022.acl-long.16/,https://aclanthology.org/2022.acl-long.16/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),C,"Kambhatla, Nishant, Born, Logan, Sarkar, Anoop",2022,https://aclanthology.org/2022.acl-long.17/,https://aclanthology.org/2022.acl-long.17/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Overlap-based Vocabulary Generation Improves Cross-lingual Transfer Among Related Languages,"Patil, Vaidehi, Talukdar, Partha, Sarawagi, Sunita",2022,https://aclanthology.org/2022.acl-long.18/,https://aclanthology.org/2022.acl-long.18/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Long-range Sequence Modeling with Predictable Sparse Attention,"Zhuang, Yimeng, Zhang, Jing, Tu, Mei",2022,https://aclanthology.org/2022.acl-long.19/,https://aclanthology.org/2022.acl-long.19/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Improving Personalized Explanation Generation through Visualization,"Geng, Shijie, Fu, Zuohui, Ge, Yingqiang, Li, Lei, de Melo, Gerard, Zhang, Yongfeng",2022,https://aclanthology.org/2022.acl-long.20/,https://aclanthology.org/2022.acl-long.20/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),New Intent Discovery with Pre-training and Contrastive Learning,"Zhang, Yuwei, Zhang, Haode, Zhan, Li-Ming, Wu, Xiao-Ming, Lam, Albert",2022,https://aclanthology.org/2022.acl-long.21/,https://aclanthology.org/2022.acl-long.21/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),M,"Davoodi, Maryam, Waltenburg, Eric, Goldwasser, Dan",2022,https://aclanthology.org/2022.acl-long.22/,https://aclanthology.org/2022.acl-long.22/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Structural Characterization for Dialogue Disentanglement,"Ma, Xinbei, Zhang, Zhuosheng, Zhao, Hai",2022,https://aclanthology.org/2022.acl-long.23/,https://aclanthology.org/2022.acl-long.23/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Multi-Party Empathetic Dialogue Generation: A New Task for Dialog Systems,"Zhu, Ling.Yu, Zhang, Zhengkun, Wang, Jun, Wang, Hongbin, Wu, Haiying, Yang, Zhenglu",2022,https://aclanthology.org/2022.acl-long.24/,https://aclanthology.org/2022.acl-long.24/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),MISC,"Tu, Quan, Li, Yanran, Cui, Jianwei, Wang, Bin, Wen, Ji-Rong, Yan, Rui",2022,https://aclanthology.org/2022.acl-long.25/,https://aclanthology.org/2022.acl-long.25/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),GLM,"Du, Zhengxiao, Qian, Yujie, Liu, Xiao, Ding, Ming, Qiu, Jiezhong, Yang, Zhilin, Tang, Jie",2022,https://aclanthology.org/2022.acl-long.26/,https://aclanthology.org/2022.acl-long.26/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Q,"Qi, Fanchao, Yang, Yanhui, Yi, Jing, Cheng, Zhili, Liu, Zhiyuan, Sun, Maosong",2022,https://aclanthology.org/2022.acl-long.27/,https://aclanthology.org/2022.acl-long.27/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Towards Comprehensive Patent Approval Predictions:Beyond Traditional Document Classification,"Gao, Xiaochen, Hou, Zhaoyi, Ning, Yifei, Zhao, Kewen, He, Beilei, Shang, Jingbo, Krishnan, Vish",2022,https://aclanthology.org/2022.acl-long.28/,https://aclanthology.org/2022.acl-long.28/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Hypergraph T,"Heo, Yu-Jung, Kim, Eun-Sol, Choi, Woo Suk, Zhang, Byoung-Tak",2022,https://aclanthology.org/2022.acl-long.29/,https://aclanthology.org/2022.acl-long.29/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Cross-Utterance Conditioned VAE,"Li, Yang, Yu, Cheng, Sun, Guangzhi, Jiang, Hua, Sun, Fanglei, Zu, Weiqin, Wen, Ying, Yang, Yang, Wang, Jun",2022,https://aclanthology.org/2022.acl-long.30/,https://aclanthology.org/2022.acl-long.30/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Mix and Match: Learning-free Controllable Text Generationusing Energy Language Models,"Mireshghallah, Fatemehsadat, Goyal, Kartik, Berg-Kirkpatrick, Taylor",2022,https://aclanthology.org/2022.acl-long.31/,https://aclanthology.org/2022.acl-long.31/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),So Different Yet So Alike! Constrained Unsupervised Text Style Transfer,"Ramesh Kashyap, Abhinav, Hazarika, Devamanyu, Kan, Min-Yen, Zimmermann, Roger, Poria, Soujanya",2022,https://aclanthology.org/2022.acl-long.32/,https://aclanthology.org/2022.acl-long.32/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),e-CARE,"Du, Li, Ding, Xiao, Xiong, Kai, Liu, Ting, Qin, Bing",2022,https://aclanthology.org/2022.acl-long.33/,https://aclanthology.org/2022.acl-long.33/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Fantastic Questions and Where to Find Them: F,"Xu, Ying, Wang, Dakuo, Yu, Mo, Ritchie, Daniel, Yao, Bingsheng, Wu, Tongshuang, Zhang, Zheng, Li, Toby, Bradford, Nora, Sun, Branda, Hoang, Tran, Sang, Yisi, Hou, Yufang, Ma, Xiaojuan, Yang, Diyi, Peng, Nanyun, Yu, Zhou, Warschauer, Mark",2022,https://aclanthology.org/2022.acl-long.34/,https://aclanthology.org/2022.acl-long.34/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),K,"Li, Junzhuo, Xiong, Deyi",2022,https://aclanthology.org/2022.acl-long.35/,https://aclanthology.org/2022.acl-long.35/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Multilingual Knowledge Graph Completion with Self-Supervised Adaptive Graph Alignment,"Huang, Zijie, Li, Zheng, Jiang, Haoming, Cao, Tianyu, Lu, Hanqing, Yin, Bing, Subbian, Karthik, Sun, Yizhou, Wang, Wei",2022,https://aclanthology.org/2022.acl-long.36/,https://aclanthology.org/2022.acl-long.36/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Modeling Hierarchical Syntax Structure with Triplet Position for Source Code Summarization,"Guo, Juncai, Liu, Jin, Wan, Yao, Li, Li, Zhou, Pingyi",2022,https://aclanthology.org/2022.acl-long.37/,https://aclanthology.org/2022.acl-long.37/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),F,"Zheng, Yanan, Zhou, Jing, Qian, Yujie, Ding, Ming, Liao, Chonghua, Jian, Li, Salakhutdinov, Ruslan, Tang, Jie, Ruder, Sebastian, Yang, Zhilin",2022,https://aclanthology.org/2022.acl-long.38/,https://aclanthology.org/2022.acl-long.38/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Learn to Adapt for Generalized Zero-Shot Text Classification,"Zhang, Yiwen, Yuan, Caixia, Wang, Xiaojie, Bai, Ziwei, Liu, Yongbin",2022,https://aclanthology.org/2022.acl-long.39/,https://aclanthology.org/2022.acl-long.39/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),T,"Yang, Jingfeng, Gupta, Aditya, Upadhyay, Shyam, He, Luheng, Goel, Rahul, Paul, Shachi",2022,https://aclanthology.org/2022.acl-long.40/,https://aclanthology.org/2022.acl-long.40/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Perceiving the World: Question-guided Reinforcement Learning for Text-based Games,"Xu, Yunqiu, Fang, Meng, Chen, Ling, Du, Yali, Zhou, Joey, Zhang, Chengqi",2022,https://aclanthology.org/2022.acl-long.41/,https://aclanthology.org/2022.acl-long.41/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Neural Label Search for Zero-Shot Multi-Lingual Extractive Summarization,"Jia, Ruipeng, Zhang, Xingxing, Cao, Yanan, Lin, Zheng, Wang, Shi, Wei, Furu",2022,https://aclanthology.org/2022.acl-long.42/,https://aclanthology.org/2022.acl-long.42/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Few-Shot Class-Incremental Learning for Named Entity Recognition,"Wang, Rui, Yu, Tong, Zhao, Handong, Kim, Sungchul, Mitra, Subrata, Zhang, Ruiyi, Henao, Ricardo",2022,https://aclanthology.org/2022.acl-long.43/,https://aclanthology.org/2022.acl-long.43/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Improving Meta-learning for Low-resource Text Classification and Generation via Memory Imitation,"Zhao, Yingxiu, Tian, Zhiliang, Yao, Huaxiu, Zheng, Yinhe, Lee, Dongkyu, Song, Yiping, Sun, Jian, Zhang, Nevin",2022,https://aclanthology.org/2022.acl-long.44/,https://aclanthology.org/2022.acl-long.44/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Quality Controlled Paraphrase Generation,"Bandel, Elron, Aharonov, Ranit, Shmueli-Scheuer, Michal, Shnayderman, Ilya, Slonim, Noam, Ein-Dor, Liat",2022,https://aclanthology.org/2022.acl-long.45/,https://aclanthology.org/2022.acl-long.45/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Controllable Dictionary Example Generation: Generating Example Sentences for Specific Targeted Audiences,"He, Xingwei, Yiu, Siu Ming",2022,https://aclanthology.org/2022.acl-long.46/,https://aclanthology.org/2022.acl-long.46/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),A,"Nagoudi, El Moatez Billah, Elmadany, AbdelRahim, Abdul-Mageed, Muhammad",2022,https://aclanthology.org/2022.acl-long.47/,https://aclanthology.org/2022.acl-long.47/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Legal Judgment Prediction via Event Extraction with Constraints,"Feng, Yi, Li, Chuanyi, Ng, Vincent",2022,https://aclanthology.org/2022.acl-long.48/,https://aclanthology.org/2022.acl-long.48/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Answer-level Calibration for Free-form Multiple Choice Question Answering,"Kumar, Sawan",2022,https://aclanthology.org/2022.acl-long.49/,https://aclanthology.org/2022.acl-long.49/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Learning When to Translate for Streaming Speech,"Dong, Qian, Zhu, Yaoming, Wang, Mingxuan, Li, Lei",2022,https://aclanthology.org/2022.acl-long.50/,https://aclanthology.org/2022.acl-long.50/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Compact Token Representations with Contextual Quantization for Efficient Document Re-ranking,"Yang, Yingrui, Qiao, Yifan, Yang, Tao",2022,https://aclanthology.org/2022.acl-long.51/,https://aclanthology.org/2022.acl-long.51/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Early Stopping Based on Unlabeled Samples in Text Classification,"Choi, HongSeok, Choi, Dongha, Lee, Hyunju",2022,https://aclanthology.org/2022.acl-long.52/,https://aclanthology.org/2022.acl-long.52/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Meta-learning via Language Model In-context Tuning,"Chen, Yanda, Zhong, Ruiqi, Zha, Sheng, Karypis, George, He, He",2022,https://aclanthology.org/2022.acl-long.53/,https://aclanthology.org/2022.acl-long.53/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),It is AI,"Yao, Bingsheng, Wang, Dakuo, Wu, Tongshuang, Zhang, Zheng, Li, Toby, Yu, Mo, Xu, Ying",2022,https://aclanthology.org/2022.acl-long.54/,https://aclanthology.org/2022.acl-long.54/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Prompt-Based Rule Discovery and Boosting for Interactive Weakly-Supervised Learning,"Zhang, Rongzhi, Yu, Yue, Shetty, Pranav, Song, Le, Zhang, Chao",2022,https://aclanthology.org/2022.acl-long.55/,https://aclanthology.org/2022.acl-long.55/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Constrained Multi-Task Learning for Bridging Resolution,"Kobayashi, Hideo, Hou, Yufang, Ng, Vincent",2022,https://aclanthology.org/2022.acl-long.56/,https://aclanthology.org/2022.acl-long.56/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),DEAM,"Ghazarian, Sarik, Wen, Nuan, Galstyan, Aram, Peng, Nanyun",2022,https://aclanthology.org/2022.acl-long.57/,https://aclanthology.org/2022.acl-long.57/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),HIBRIDS,"Cao, Shuyang, Wang, Lu",2022,https://aclanthology.org/2022.acl-long.58/,https://aclanthology.org/2022.acl-long.58/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),De-Bias for Generative Extraction in Unified NER,"Zhang, Shuai, Shen, Yongliang, Tan, Zeqi, Wu, Yiquan, Lu, Weiming",2022,https://aclanthology.org/2022.acl-long.59/,https://aclanthology.org/2022.acl-long.59/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),An Information-theoretic Approach to Prompt Engineering Without Ground Truth Labels,"Sorensen, Taylor, Robinson, Joshua, Rytting, Christopher, Shaw, Alexander, Rogers, Kyle, Delorey, Alexia, Khalil, Mahmoud, Fulda, Nancy, Wingate, David",2022,https://aclanthology.org/2022.acl-long.60/,https://aclanthology.org/2022.acl-long.60/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Expanding Pretrained Models to Thousands More Languages via Lexicon-based Adaptation,"Wang, Xinyi, Ruder, Sebastian, Neubig, Graham",2022,https://aclanthology.org/2022.acl-long.61/,https://aclanthology.org/2022.acl-long.61/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Language-agnostic BERT,"Feng, Fangxiaoyu, Yang, Yinfei, Cer, Daniel, Arivazhagan, Naveen, Wang, Wei",2022,https://aclanthology.org/2022.acl-long.62/,https://aclanthology.org/2022.acl-long.62/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Nested Named Entity Recognition with Span-level Graphs,"Wan, Juncheng, Ru, Dongyu, Zhang, Weinan, Yu, Yong",2022,https://aclanthology.org/2022.acl-long.63/,https://aclanthology.org/2022.acl-long.63/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),C,"Luo, Yifei, Xu, Minghui, Xiong, Deyi",2022,https://aclanthology.org/2022.acl-long.64/,https://aclanthology.org/2022.acl-long.64/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),R,"Su, Hui, Shi, Weiwei, Shen, Xiaoyu, Xiao, Zhou, Ji, Tuo, Fang, Jiarui, Zhou, Jie",2022,https://aclanthology.org/2022.acl-long.65/,https://aclanthology.org/2022.acl-long.65/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Premise-based Multimodal Reasoning: Conditional Inference on Joint Textual and Visual Clues,"Dong, Qingxiu, Qin, Ziwei, Xia, Heming, Feng, Tian, Tong, Shoujie, Meng, Haoran, Xu, Lin, Wei, Zhongyu, Zhan, Weidong, Chang, Baobao, Li, Sujian, Liu, Tianyu, Sui, Zhifang",2022,https://aclanthology.org/2022.acl-long.66/,https://aclanthology.org/2022.acl-long.66/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Parallel Instance Query Network for Named Entity Recognition,"Shen, Yongliang, Wang, Xiaobin, Tan, Zeqi, Xu, Guangwei, Xie, Pengjun, Huang, Fei, Lu, Weiming, Zhuang, Yueting",2022,https://aclanthology.org/2022.acl-long.67/,https://aclanthology.org/2022.acl-long.67/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),P,"Liu, Chang, Tan, Xu, Tao, Chongyang, Fu, Zhenxin, Zhao, Dongyan, Liu, Tie-Yan, Yan, Rui",2022,https://aclanthology.org/2022.acl-long.68/,https://aclanthology.org/2022.acl-long.68/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Modeling Multi-hop Question Answering as Single Sequence Prediction,"Yavuz, Semih, Hashimoto, Kazuma, Zhou, Yingbo, Keskar, Nitish Shirish, Xiong, Caiming",2022,https://aclanthology.org/2022.acl-long.69/,https://aclanthology.org/2022.acl-long.69/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Learning Disentangled Semantic Representations for Zero-Shot Cross-Lingual Transfer in Multilingual Machine Reading Comprehension,"Wu, Linjuan, Wu, Shaojuan, Zhang, Xiaowang, Xiong, Deyi, Chen, Shizhan, Zhuang, Zhiqiang, Feng, Zhiyong",2022,https://aclanthology.org/2022.acl-long.70/,https://aclanthology.org/2022.acl-long.70/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Multi-Granularity Structural Knowledge Distillation for Language Model Compression,"Liu, Chang, Tao, Chongyang, Feng, Jiazhan, Zhao, Dongyan",2022,https://aclanthology.org/2022.acl-long.71/,https://aclanthology.org/2022.acl-long.71/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Auto-Debias: Debiasing Masked Language Models with Automated Biased Prompts,"Guo, Yue, Yang, Yi, Abbasi, Ahmed",2022,https://aclanthology.org/2022.acl-long.72/,https://aclanthology.org/2022.acl-long.72/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Where to Go for the Holidays: Towards Mixed-Type Dialogs for Clarification of User Goals,"Liu, Zeming, Xu, Jun, Lei, Zeyang, Wang, Haifeng, Niu, Zheng-Yu, Wu, Hua",2022,https://aclanthology.org/2022.acl-long.73/,https://aclanthology.org/2022.acl-long.73/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Semi-supervised Domain Adaptation for Dependency Parsing with Dynamic Matching Network,"Li, Ying, Li, Shuaike, Zhang, Min",2022,https://aclanthology.org/2022.acl-long.74/,https://aclanthology.org/2022.acl-long.74/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),A Closer Look at How Fine-tuning Changes BERT,"Zhou, Yichu, Srikumar, Vivek",2022,https://aclanthology.org/2022.acl-long.75/,https://aclanthology.org/2022.acl-long.75/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Sentence-aware Contrastive Learning for Open-Domain Passage Retrieval,"Wu, Bohong, Zhang, Zhuosheng, Wang, Jinyuan, Zhao, Hai",2022,https://aclanthology.org/2022.acl-long.76/,https://aclanthology.org/2022.acl-long.76/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),F,"Sanyal, Soumya, Singh, Harman, Ren, Xiang",2022,https://aclanthology.org/2022.acl-long.77/,https://aclanthology.org/2022.acl-long.77/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),H,"Cheng, Zhoujun, Dong, Haoyu, Wang, Zhiruo, Jia, Ran, Guo, Jiaqi, Gao, Yan, Han, Shi, Lou, Jian-Guang, Zhang, Dongmei",2022,https://aclanthology.org/2022.acl-long.78/,https://aclanthology.org/2022.acl-long.78/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Doctor Recommendation in Online Health Forums via Expertise Learning,"Lu, Xiaoxin, Zhang, Yubo, Li, Jing, Zong, Shi",2022,https://aclanthology.org/2022.acl-long.79/,https://aclanthology.org/2022.acl-long.79/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Continual Prompt Tuning for Dialog State Tracking,"Zhu, Qi, Li, Bing, Mi, Fei, Zhu, Xiaoyan, Huang, Minlie",2022,https://aclanthology.org/2022.acl-long.80/,https://aclanthology.org/2022.acl-long.80/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),There`s a Time and Place for Reasoning Beyond the Image,"Fu, Xingyu, Zhou, Ben, Chandratreya, Ishaan, Vondrick, Carl, Roth, Dan",2022,https://aclanthology.org/2022.acl-long.81/,https://aclanthology.org/2022.acl-long.81/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),FORTAP,"Cheng, Zhoujun, Dong, Haoyu, Jia, Ran, Wu, Pengfei, Han, Shi, Cheng, Fan, Zhang, Dongmei",2022,https://aclanthology.org/2022.acl-long.82/,https://aclanthology.org/2022.acl-long.82/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Multimodal fusion via cortical network inspired losses,"Shankar, Shiv",2022,https://aclanthology.org/2022.acl-long.83/,https://aclanthology.org/2022.acl-long.83/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Modeling Temporal-Modal Entity Graph for Procedural Multimodal Machine Comprehension,"Zhang, Huibin, Zhang, Zhengkun, Zhang, Yao, Wang, Jun, Li, Yufan, Jiang, Ning, Wei, Xin, Yang, Zhenglu",2022,https://aclanthology.org/2022.acl-long.84/,https://aclanthology.org/2022.acl-long.84/
Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Explanation Graph Generation via Pre-trained Language Models: An Empirical Study with Contrastive Learning,"Saha, Swarnadeep, Yadav, Prateek, Bansal, Mohit",2022,https://aclanthology.org/2022.acl-long.85/,https://aclanthology.org/2022.acl-long.85/
